scenario;r;rr;value_min;Region_1_Coord;Region_2_Coord
4_AVG_DYN;R_HU;R_SK;-0.08171;Point (19.41344796118307769 47.16650222537332127);Point (19.49165388227613604 48.70753128946242327)
4_AVG_DYN;R_IE;R_FR;-0.32304;Point (-8.15057896021401795 53.17638162826426651);Point (2.55195521677779524 46.56450205398793685)
4_AVG_DYN;R_IE;R_UK;-5.73386E-10;Point (-8.15057896021401795 53.17638162826426651);Point (-2.89558470050635464 54.15534972029963967)
4_AVG_DYN;R_IT;R_AT;-0.20572;Point (12.07174297035683175 42.79578239851078791);Point (14.14019348879524962 47.59290260691519592)
4_AVG_DYN;R_IT;R_CH;0;Point (12.07174297035683175 42.79578239851078791);Point (8.234429172288662 46.80256937605332013)
4_AVG_DYN;R_IT;R_GR;0;Point (12.07174297035683175 42.79578239851078791);Point (22.95974634066739384 39.06853720123029206)
4_AVG_DYN;R_IT;R_FR;0;Point (12.07174297035683175 42.79578239851078791);Point (2.55195521677779524 46.56450205398793685)
4_AVG_DYN;R_IT;R_ME;-0.176436;Point (12.07174297035683175 42.79578239851078791);Point (19.25030495955028798 42.79159324834609635)
4_AVG_DYN;R_IT;R_SI;-0.240941;Point (12.07174297035683175 42.79578239851078791);Point (14.82653748920358083 46.12356376353400123)
4_AVG_DYN;R_LT;R_LV;-0.012042461;Point (23.89812325011706307 55.33567048559037005);Point (24.92942396864251009 56.85753443708565413)
4_AVG_DYN;R_LT;R_PL;-0.24924;Point (23.89812325011706307 55.33567048559037005);Point (19.40088385467417353 52.1246100865655464)
4_AVG_DYN;R_LT;R_SE;-0.0160288;Point (23.89812325011706307 55.33567048559037005);Point (16.73975403305356124 62.78989678415778997)
4_AVG_DYN;R_LU;R_BE;-0.48061;Point (6.0878139690320392 49.77062957536391963);Point (4.66398918713680199 50.64285116363035399)
4_AVG_DYN;R_LU;R_FR;0;Point (6.0878139690320392 49.77062957536391963);Point (2.55195521677779524 46.56450205398793685)
4_AVG_DYN;R_LV;R_EE;0;Point (24.92942396864251009 56.85753443708565413);Point (25.52761631201438064 58.67413590786344457)
4_AVG_DYN;R_LV;R_SE;-0.01098472;Point (24.92942396864251009 56.85753443708565413);Point (16.73975403305356124 62.78989678415778997)
4_AVG_DYN;R_ME;R_AL;0;Point (19.25030495955028798 42.79159324834609635);Point (20.06838460591877649 41.14228482341689386)
4_AVG_DYN;R_ME;R_BA;-7.977E-05;Point (19.25030495955028798 42.79159324834609635);Point (17.78653069680730781 44.1681152245203279)
4_AVG_DYN;R_ME;R_IT;0;Point (19.25030495955028798 42.79159324834609635);Point (12.07174297035683175 42.79578239851078791)
4_AVG_DYN;R_ME;R_RS;-0.0064561;Point (19.25030495955028798 42.79159324834609635);Point (20.80527172323537499 44.03149841861639402)
4_AVG_DYN;R_MK;R_AL;-4.60517E-08;Point (21.69747626732899093 41.5996823122770536);Point (20.06838460591877649 41.14228482341689386)
4_AVG_DYN;R_MK;R_BG;-0.004989071;Point (21.69747626732899093 41.5996823122770536);Point (25.23150624402950726 42.76137671439207821)
4_AVG_DYN;R_MK;R_RS;-0.0304017;Point (21.69747626732899093 41.5996823122770536);Point (20.80527172323537499 44.03149841861639402)
4_AVG_DYN;R_NL;R_BE;-0.566485;Point (5.60341802694661251 52.2492632896254392);Point (4.66398918713680199 50.64285116363035399)
4_AVG_DYN;R_NL;R_DE;-0.125645;Point (5.60341802694661251 52.2492632896254392);Point (10.39366155475279996 51.10659218573432838)
4_AVG_DYN;R_NL;R_DK;0;Point (5.60341802694661251 52.2492632896254392);Point (10.0462984146926555 55.96339824225690762)
4_AVG_DYN;R_NL;R_NO;0;Point (5.60341802694661251 52.2492632896254392);Point (6.098200857719917 60.76723986169972)
4_AVG_DYN;R_NL;R_UK;0;Point (5.60341802694661251 52.2492632896254392);Point (-2.89558470050635464 54.15534972029963967)
4_AVG_DYN;R_NO;R_DE;-0.36036;Point (6.098200857719917 60.76723986169972);Point (10.39366155475279996 51.10659218573432838)
4_AVG_DYN;R_NO;R_DK;-0.07866;Point (6.098200857719917 60.76723986169972);Point (10.0462984146926555 55.96339824225690762)
4_AVG_DYN;R_NO;R_FI;-0.01589;Point (6.098200857719917 60.76723986169972);Point (26.26637086488721096 64.50042200031850825)
4_AVG_DYN;R_NO;R_NL;-0.24195;Point (6.098200857719917 60.76723986169972);Point (5.60341802694661251 52.2492632896254392)
4_AVG_DYN;R_NO;R_SE;-0.005517;Point (6.098200857719917 60.76723986169972);Point (16.73975403305356124 62.78989678415778997)
4_AVG_DYN;R_NO;R_UK;-0.23342;Point (6.098200857719917 60.76723986169972);Point (-2.89558470050635464 54.15534972029963967)
4_AVG_DYN;R_PL;R_CZ;-0.07595;Point (19.40088385467417353 52.1246100865655464);Point (15.3384120900681058 49.74285888947336787)
4_AVG_DYN;R_PL;R_DE;-0.1225;Point (19.40088385467417353 52.1246100865655464);Point (10.39366155475279996 51.10659218573432838)
4_AVG_DYN;R_PL;R_DK;0;Point (19.40088385467417353 52.1246100865655464);Point (10.0462984146926555 55.96339824225690762)
4_AVG_DYN;R_PL;R_LT;0;Point (19.40088385467417353 52.1246100865655464);Point (23.89812325011706307 55.33567048559037005)
4_AVG_DYN;R_PL;R_SE;0;Point (19.40088385467417353 52.1246100865655464);Point (16.73975403305356124 62.78989678415778997)
4_AVG_DYN;R_PL;R_SK;-0.08688;Point (19.40088385467417353 52.1246100865655464);Point (19.49165388227613604 48.70753128946242327)
4_AVG_DYN;R_PT;R_ES;0;Point (-7.96218719075277637 39.69190982231604892);Point (-3.64956496042895662 40.22682992875569852)
4_AVG_DYN;R_RO;R_BG;-0.0248123;Point (24.96925875927502858 45.84361473342863746);Point (25.23150624402950726 42.76137671439207821)
4_AVG_DYN;R_RO;R_HU;-0.00562198;Point (24.96925875927502858 45.84361473342863746);Point (19.41344796118307769 47.16650222537332127)
4_AVG_DYN;R_RO;R_RS;-0.0607625;Point (24.96925875927502858 45.84361473342863746);Point (20.80527172323537499 44.03149841861639402)
4_AVG_DYN;R_RS;R_AL;0;Point (20.80527172323537499 44.03149841861639402);Point (20.06838460591877649 41.14228482341689386)
4_AVG_DYN;R_RS;R_BG;-0.000392711;Point (20.80527172323537499 44.03149841861639402);Point (25.23150624402950726 42.76137671439207821)
4_AVG_DYN;R_RS;R_HR;-4.77288E-10;Point (20.80527172323537499 44.03149841861639402);Point (16.41177821249747026 45.05116186966237279)
4_AVG_DYN;R_RS;R_HU;0;Point (20.80527172323537499 44.03149841861639402);Point (19.41344796118307769 47.16650222537332127)
4_AVG_DYN;R_RS;R_ME;0;Point (20.80527172323537499 44.03149841861639402);Point (19.25030495955028798 42.79159324834609635)
4_AVG_DYN;R_SE;R_DE;-0.30499;Point (16.73975403305356124 62.78989678415778997);Point (10.39366155475279996 51.10659218573432838)
4_AVG_DYN;R_SE;R_DK;-0.10623;Point (16.73975403305356124 62.78989678415778997);Point (10.0462984146926555 55.96339824225690762)
4_AVG_DYN;R_SE;R_FI;-0.0054482;Point (16.73975403305356124 62.78989678415778997);Point (26.26637086488721096 64.50042200031850825)
4_AVG_DYN;R_SE;R_LT;0;Point (16.73975403305356124 62.78989678415778997);Point (23.89812325011706307 55.33567048559037005)
4_AVG_DYN;R_SE;R_LV;0;Point (16.73975403305356124 62.78989678415778997);Point (24.92942396864251009 56.85753443708565413)
4_AVG_DYN;R_SE;R_NO;0;Point (16.73975403305356124 62.78989678415778997);Point (6.098200857719917 60.76723986169972)
4_AVG_DYN;R_SE;R_PL;-0.19923;Point (16.73975403305356124 62.78989678415778997);Point (19.40088385467417353 52.1246100865655464)
4_AVG_DYN;R_SI;R_AT;-0.08006;Point (14.82653748920358083 46.12356376353400123);Point (14.14019348879524962 47.59290260691519592)
4_AVG_DYN;R_SI;R_HR;0;Point (14.82653748920358083 46.12356376353400123);Point (16.41177821249747026 45.05116186966237279)
4_AVG_DYN;R_SI;R_HU;0;Point (14.82653748920358083 46.12356376353400123);Point (19.41344796118307769 47.16650222537332127)
4_AVG_DYN;R_SI;R_IT;0;Point (14.82653748920358083 46.12356376353400123);Point (12.07174297035683175 42.79578239851078791)
4_AVG_DYN;R_SK;R_AT;0;Point (19.49165388227613604 48.70753128946242327);Point (14.14019348879524962 47.59290260691519592)
4_AVG_DYN;R_SK;R_CZ;0;Point (19.49165388227613604 48.70753128946242327);Point (15.3384120900681058 49.74285888947336787)
4_AVG_DYN;R_SK;R_HU;0;Point (19.49165388227613604 48.70753128946242327);Point (19.41344796118307769 47.16650222537332127)
4_AVG_DYN;R_SK;R_PL;0;Point (19.49165388227613604 48.70753128946242327);Point (19.40088385467417353 52.1246100865655464)
4_AVG_DYN;R_UK;R_BE;-0.74052;Point (-2.89558470050635464 54.15534972029963967);Point (4.66398918713680199 50.64285116363035399)
4_AVG_DYN;R_UK;R_DE;-0.40884;Point (-2.89558470050635464 54.15534972029963967);Point (10.39366155475279996 51.10659218573432838)
4_AVG_DYN;R_UK;R_DK;-0.14125;Point (-2.89558470050635464 54.15534972029963967);Point (10.0462984146926555 55.96339824225690762)
4_AVG_DYN;R_UK;R_FR;-0.32697;Point (-2.89558470050635464 54.15534972029963967);Point (2.55195521677779524 46.56450205398793685)
4_AVG_DYN;R_UK;R_IE;0;Point (-2.89558470050635464 54.15534972029963967);Point (-8.15057896021401795 53.17638162826426651)
4_AVG_DYN;R_UK;R_NL;-0.2793;Point (-2.89558470050635464 54.15534972029963967);Point (5.60341802694661251 52.2492632896254392)
4_AVG_DYN;R_UK;R_NO;0;Point (-2.89558470050635464 54.15534972029963967);Point (6.098200857719917 60.76723986169972)
