WKT;WKT_old;Region_1;Region_2;Region_1_Coord;Region_2_Coord;NEW_LINES;LoadFlow;YYY;XCapacityMonth
MultiLineString ((18.40961711911639043 48.76413021184516339, 17.30673215332253179 49.18458266615190411));LINESTRING (15.3384120900681058 49.74285888947336787,19.49165388227613604 48.70753128946242327);R_CZ;R_SK;Point (15.3384120900681058 49.74285888947336787);Point (19.49165388227613604 48.70753128946242327);MultiLineString ((18.40961711911639043 48.76413021184516339, 17.30673215332253179 49.18458266615190411));NTC;2040;2300
MultiLineString ((14.26669560826543659 56.59541631941333861, 12.39282431392480532 53.41265195592901449));LINESTRING (10.39366155475279996 51.10659218573432838,16.73975403305356124 62.78989678415778997);R_DE;R_SE;Point (10.39366155475279996 51.10659218573432838);Point (16.73975403305356124 62.78989678415778997);MultiLineString ((14.26669560826543659 56.59541631941333861, 12.39282431392480532 53.41265195592901449));NTC;2040;2015
MultiLineString ((8.692864797532037 51.48788940368436329, 1.26840851140917477 52.61866570253903319));LINESTRING (10.39366155475279996 51.10659218573432838,-2.89558470050635464 54.15534972029963967);R_DE;R_UK;Point (10.39366155475279996 51.10659218573432838);Point (-2.89558470050635464 54.15534972029963967);MultiLineString ((8.692864797532037 51.48788940368436329, 1.26840851140917477 52.61866570253903319));NTC;2040;2800
MultiLineString ((12.67564844449724148 58.24186769739921488, 10.18778000000008888 56.46860000000003765));LINESTRING (10.0462984146926555 55.96339824225690762,16.73975403305356124 62.78989678415778997);R_DK;R_SE;Point (10.0462984146926555 55.96339824225690762);Point (16.73975403305356124 62.78989678415778997);MultiLineString ((12.67564844449724148 58.24186769739921488, 10.18778000000008888 56.46860000000003765));NTC;2040;6615
MultiLineString ((25.75013017013785444 61.61141795026200896, 25.52025484939860789 58.86172327070011789));LINESTRING (25.52761631201438064 58.67413590786344457,26.26637086488721096 64.50042200031850825);R_EE;R_FI;Point (25.52761631201438064 58.67413590786344457);Point (26.26637086488721096 64.50042200031850825);MultiLineString ((25.75013017013785444 61.61141795026200896, 25.52025484939860789 58.86172327070011789));NTC;2040;2416
MultiLineString ((26.09881745440522494 58.69034194304418151, 25.72688435118668693 56.97459208106180029));LINESTRING (25.52761631201438064 58.67413590786344457,24.92942396864251009 56.85753443708565413);R_EE;R_LV;Point (25.52761631201438064 58.67413590786344457);Point (24.92942396864251009 56.85753443708565413);MultiLineString ((26.09881745440522494 58.69034194304418151, 25.72688435118668693 56.97459208106180029));NTC;2040;2950
MultiLineString ((27.45482355988948342 66.33191523148741453, 18.48710318228691207 66.25715020148307133));LINESTRING (26.26637086488721096 64.50042200031850825,16.73975403305356124 62.78989678415778997);R_FI;R_SE;Point (26.26637086488721096 64.50042200031850825);Point (16.73975403305356124 62.78989678415778997);MultiLineString ((27.45482355988948342 66.33191523148741453, 18.48710318228691207 66.25715020148307133));NTC;2040;6700
MultiLineString ((16.14185833699224659 40.08466567765028543, 20.97698867883326557 39.4014854229700191));LINESTRING (22.95974634066739384 39.06853720123029206,12.07174297035683175 42.79578239851078791);R_GR;R_IT;Point (22.95974634066739384 39.06853720123029206);Point (12.07174297035683175 42.79578239851078791);MultiLineString ((16.14185833699224659 40.08466567765028543, 20.97698867883326557 39.4014854229700191));NTC;2040;1500
MultiLineString ((22.1965009010567158 40.66828515962531299, 21.92748438705842062 41.35312998850530164));LINESTRING (22.95974634066739384 39.06853720123029206,21.69747626732899093 41.5996823122770536);R_GR;R_MK;Point (22.95974634066739384 39.06853720123029206);Point (21.69747626732899093 41.5996823122770536);MultiLineString ((22.1965009010567158 40.66828515962531299, 21.92748438705842062 41.35312998850530164));NTC;2040;1600
MultiLineString ((28.20902124141598222 39.29362752532468761, 22.42856092889450181 39.24963770442928279));LINESTRING (22.95974634066739384 39.06853720123029206,35.17967189183074339 39.060595341662804);R_GR;R_TR;Point (22.95974634066739384 39.06853720123029206);Point (35.17967189183074339 39.060595341662804);MultiLineString ((28.20902124141598222 39.29362752532468761, 22.42856092889450181 39.24963770442928279));NTC;2040;1260
