scenario,simyear,value
full_avail_ref_BAT_sens_50,2030,67.8822
full_avail_ref_BAT_sens_50,2030,47.2417
full_avail_ref_BAT_sens_50,2030,48.8805
full_avail_ref_BAT_sens_50,2030,2.419
full_avail_ref_BAT_sens_50,2030,71.8822
full_avail_ref_BAT_sens_50,2030,48.4214
full_avail_ref_BAT_sens_50,2030,67.1423
full_avail_ref_BAT_sens_50,2030,50.0027
full_avail_ref_BAT_sens_50,2030,49.2417
full_avail_ref_BAT_sens_50,2030,70.8822
full_avail_ref_BAT_sens_50,2030,46.2417
full_avail_ref_BAT_sens_50,2030,47.4214
full_avail_ref_BAT_sens_50,2030,3.319
full_avail_ref_BAT_sens_50,2030,2.90982
full_avail_ref_BAT_sens_50,2030,-48.2758
full_avail_ref_BAT_sens_50,2030,2.90982
full_avail_ref_BAT_sens_50,2030,1.60338
full_avail_ref_BAT_sens_50,2030,5.80834
full_avail_ref_BAT_sens_50,2030,-47.2758
full_avail_ref_BAT_sens_50,2030,-47.5128
full_avail_ref_BAT_sens_50,2030,-48.5128
full_avail_ref_BAT_sens_50,2030,0.603383
full_avail_ref_BAT_sens_50,2030,-0.396617
full_avail_ref_BAT_sens_50,2030,70.1872
full_avail_ref_BAT_sens_50,2030,4.80833
full_avail_ref_BAT_sens_50,2030,6.1558
full_avail_ref_BAT_sens_50,2030,71.1872
full_avail_ref_BAT_sens_50,2030,5.1558
full_avail_ref_BAT_sens_50,2030,-46.2757
full_avail_ref_BAT_sens_50,2030,-48.2758
full_avail_ref_BAT_sens_50,2030,2.65894
full_avail_ref_BAT_sens_50,2030,-47.2758
full_avail_ref_BAT_sens_50,2030,68.1294
full_avail_ref_BAT_sens_50,2030,-47.5128
full_avail_ref_BAT_sens_50,2030,69.1872
full_avail_ref_BAT_sens_50,2030,1.90982
full_avail_ref_BAT_sens_50,2030,4.90982
full_avail_ref_BAT_sens_50,2030,0.603386
full_avail_ref_BAT_sens_50,2030,71.8822
full_avail_ref_BAT_sens_50,2030,-47.0314
full_avail_ref_BAT_sens_50,2030,50.6121
full_avail_ref_BAT_sens_50,2030,4.80834
full_avail_ref_BAT_sens_50,2030,3.90982
full_avail_ref_BAT_sens_50,2030,70.8822
full_avail_ref_BAT_sens_50,2030,-47.2758
full_avail_ref_BAT_sens_50,2030,-46.5128
full_avail_ref_BAT_sens_50,2030,-0.396614
full_avail_ref_BAT_sens_50,2030,67.0716
full_avail_ref_BAT_sens_50,2030,70.3442
full_avail_ref_BAT_sens_50,2030,70.1294
full_avail_ref_BAT_sens_50,2030,70.3442
full_avail_ref_BAT_sens_50,2030,67.0716
full_avail_ref_BAT_sens_50,2030,70.3442
full_avail_ref_BAT_sens_50,2030,71.0716
full_avail_ref_BAT_sens_50,2030,71.3442
full_avail_ref_BAT_sens_50,2030,71.3538
full_avail_ref_BAT_sens_50,2030,72.3538
full_avail_ref_BAT_sens_50,2030,74.3538
full_avail_ref_BAT_sens_50,2030,65.4716
full_avail_ref_BAT_sens_50,2030,68.3442
full_avail_ref_BAT_sens_50,2030,73.3538
full_avail_ref_BAT_sens_50,2030,69.3442
full_avail_ref_BAT_sens_50,2030,70.0716
full_avail_ref_BAT_sens_50,2030,69.0716
full_avail_ref_BAT_sens_50,2030,68.8648
full_avail_ref_BAT_sens_50,2030,68.1294
full_avail_ref_BAT_sens_50,2030,72.3538
full_avail_ref_BAT_sens_50,2030,72.3442
full_avail_ref_BAT_sens_50,2030,73.3538
full_avail_ref_BAT_sens_50,2030,69.1294
full_avail_ref_BAT_sens_50,2030,68.0716
full_avail_ref_BAT_sens_50,2030,70.9553
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,71.0716
full_avail_ref_BAT_sens_50,2030,67.1423
full_avail_ref_BAT_sens_50,2030,68.0716
full_avail_ref_BAT_sens_50,2030,69.1294
full_avail_ref_BAT_sens_50,2030,72.3538
full_avail_ref_BAT_sens_50,2030,69.3442
full_avail_ref_BAT_sens_50,2030,70.0716
full_avail_ref_BAT_sens_50,2030,69.8648
full_avail_ref_BAT_sens_50,2030,62.673
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,63.673
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,63.673
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,67.6226
full_avail_ref_BAT_sens_50,2030,68.6226
full_avail_ref_BAT_sens_50,2030,73.3538
full_avail_ref_BAT_sens_50,2030,61.673
full_avail_ref_BAT_sens_50,2030,63.673
full_avail_ref_BAT_sens_50,2030,73.3538
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,63.673
full_avail_ref_BAT_sens_50,2030,67.0629
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,71.3538
full_avail_ref_BAT_sens_50,2030,66.673
full_avail_ref_BAT_sens_50,2030,72.3538
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,63.673
full_avail_ref_BAT_sens_50,2030,66.6226
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,51.9056
full_avail_ref_BAT_sens_50,2030,62.673
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,72.3538
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,67.1465
full_avail_ref_BAT_sens_50,2030,72.4389
full_avail_ref_BAT_sens_50,2030,73.4389
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,73.4389
full_avail_ref_BAT_sens_50,2030,72.4389
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,73.4389
full_avail_ref_BAT_sens_50,2030,72.4389
full_avail_ref_BAT_sens_50,2030,71.4389
full_avail_ref_BAT_sens_50,2030,46.8428
full_avail_ref_BAT_sens_50,2030,72.4389
full_avail_ref_BAT_sens_50,2030,69.9553
full_avail_ref_BAT_sens_50,2030,45.8428
full_avail_ref_BAT_sens_50,2030,70.9553
full_avail_ref_BAT_sens_50,2030,73.9553
full_avail_ref_BAT_sens_50,2030,73.4389
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,46.8428
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,47.8428
full_avail_ref_BAT_sens_50,2030,73.4389
full_avail_ref_BAT_sens_50,2030,73.4389
full_avail_ref_BAT_sens_50,2030,72.9553
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,67.1423
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,75.2492
full_avail_ref_BAT_sens_50,2030,71.4389
full_avail_ref_BAT_sens_50,2030,72.9553
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,80.0615
full_avail_ref_BAT_sens_50,2030,77.1726
full_avail_ref_BAT_sens_50,2030,79.0615
full_avail_ref_BAT_sens_50,2030,78.1726
full_avail_ref_BAT_sens_50,2030,75.4389
full_avail_ref_BAT_sens_50,2030,82.0615
full_avail_ref_BAT_sens_50,2030,81.0615
full_avail_ref_BAT_sens_50,2030,73.5821
full_avail_ref_BAT_sens_50,2030,72.5821
full_avail_ref_BAT_sens_50,2030,46.8428
full_avail_ref_BAT_sens_50,2030,75.4389
full_avail_ref_BAT_sens_50,2030,68.2334
full_avail_ref_BAT_sens_50,2030,45.8428
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,78.1726
full_avail_ref_BAT_sens_50,2030,80.1726
full_avail_ref_BAT_sens_50,2030,75.5821
full_avail_ref_BAT_sens_50,2030,74.4389
full_avail_ref_BAT_sens_50,2030,46.8428
full_avail_ref_BAT_sens_50,2030,82.0615
full_avail_ref_BAT_sens_50,2030,47.8428
full_avail_ref_BAT_sens_50,2030,76.1726
full_avail_ref_BAT_sens_50,2030,77.1726
full_avail_ref_BAT_sens_50,2030,80.0615
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,82.1726
full_avail_ref_BAT_sens_50,2030,67.2334
full_avail_ref_BAT_sens_50,2030,79.1726
full_avail_ref_BAT_sens_50,2030,79.1726
full_avail_ref_BAT_sens_50,2030,72.5821
full_avail_ref_BAT_sens_50,2030,79.1726
full_avail_ref_BAT_sens_50,2030,81.1726
full_avail_ref_BAT_sens_50,2030,74.5821
full_avail_ref_BAT_sens_50,2030,48.0027
full_avail_ref_BAT_sens_50,2030,0.603386
full_avail_ref_BAT_sens_50,2030,48.0027
full_avail_ref_BAT_sens_50,2030,1.60339
full_avail_ref_BAT_sens_50,2030,49.0027
full_avail_ref_BAT_sens_50,2030,6.419
full_avail_ref_BAT_sens_50,2030,5.1558
full_avail_ref_BAT_sens_50,2030,-0.396614
full_avail_ref_BAT_sens_50,2030,1.60339
full_avail_ref_BAT_sens_50,2030,0.603387
full_avail_ref_BAT_sens_50,2030,70.1872
full_avail_ref_BAT_sens_50,2030,48.0027
full_avail_ref_BAT_sens_50,2030,43.5938
full_avail_ref_BAT_sens_50,2030,71.1872
full_avail_ref_BAT_sens_50,2030,5.419
full_avail_ref_BAT_sens_50,2030,47.0027
full_avail_ref_BAT_sens_50,2030,46.6589
full_avail_ref_BAT_sens_50,2030,2.65894
full_avail_ref_BAT_sens_50,2030,23.419
full_avail_ref_BAT_sens_50,2030,68.1872
full_avail_ref_BAT_sens_50,2030,0.603386
full_avail_ref_BAT_sens_50,2030,69.1872
full_avail_ref_BAT_sens_50,2030,47.0027
full_avail_ref_BAT_sens_50,2030,49.0027
full_avail_ref_BAT_sens_50,2030,0.603386
full_avail_ref_BAT_sens_50,2030,71.8822
full_avail_ref_BAT_sens_50,2030,48.6589
full_avail_ref_BAT_sens_50,2030,50.6121
full_avail_ref_BAT_sens_50,2030,48.0027
full_avail_ref_BAT_sens_50,2030,48.0027
full_avail_ref_BAT_sens_50,2030,70.1872
full_avail_ref_BAT_sens_50,2030,46.0027
full_avail_ref_BAT_sens_50,2030,47.6589
full_avail_ref_BAT_sens_50,2030,0.603386
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,11.8717
full_avail_ref_BAT_sens_50,2030,67.8047
full_avail_ref_BAT_sens_50,2030,3.68777
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,10.8717
full_avail_ref_BAT_sens_50,2030,18.7792
full_avail_ref_BAT_sens_50,2030,1.57666
full_avail_ref_BAT_sens_50,2030,3.68777
full_avail_ref_BAT_sens_50,2030,2.68777
full_avail_ref_BAT_sens_50,2030,70.1872
full_avail_ref_BAT_sens_50,2030,65.8047
full_avail_ref_BAT_sens_50,2030,64.1583
full_avail_ref_BAT_sens_50,2030,71.1872
full_avail_ref_BAT_sens_50,2030,6.02111
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,4.68777
full_avail_ref_BAT_sens_50,2030,33.5931
full_avail_ref_BAT_sens_50,2030,68.1872
full_avail_ref_BAT_sens_50,2030,2.57666
full_avail_ref_BAT_sens_50,2030,69.1872
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,2.68777
full_avail_ref_BAT_sens_50,2030,71.8822
full_avail_ref_BAT_sens_50,2030,66.8047
full_avail_ref_BAT_sens_50,2030,65.1583
full_avail_ref_BAT_sens_50,2030,67.8047
full_avail_ref_BAT_sens_50,2030,67.8047
full_avail_ref_BAT_sens_50,2030,70.8822
full_avail_ref_BAT_sens_50,2030,65.8047
full_avail_ref_BAT_sens_50,2030,65.8047
full_avail_ref_BAT_sens_50,2030,3.68777
full_avail_ref_BAT_sens_50,2030,67.673
full_avail_ref_BAT_sens_50,2030,67.673
full_avail_ref_BAT_sens_50,2030,68.5783
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,67.673
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,67.673
full_avail_ref_BAT_sens_50,2030,66.673
full_avail_ref_BAT_sens_50,2030,67.673
full_avail_ref_BAT_sens_50,2030,66.673
full_avail_ref_BAT_sens_50,2030,73.8716
full_avail_ref_BAT_sens_50,2030,66.673
full_avail_ref_BAT_sens_50,2030,63.673
full_avail_ref_BAT_sens_50,2030,73.3538
full_avail_ref_BAT_sens_50,2030,64.673
full_avail_ref_BAT_sens_50,2030,69.5783
full_avail_ref_BAT_sens_50,2030,68.8716
full_avail_ref_BAT_sens_50,2030,68.1294
full_avail_ref_BAT_sens_50,2030,65.673
full_avail_ref_BAT_sens_50,2030,71.8716
full_avail_ref_BAT_sens_50,2030,67.673
full_avail_ref_BAT_sens_50,2030,72.8716
full_avail_ref_BAT_sens_50,2030,67.5783
full_avail_ref_BAT_sens_50,2030,68.5783
full_avail_ref_BAT_sens_50,2030,66.673
full_avail_ref_BAT_sens_50,2030,71.9553
full_avail_ref_BAT_sens_50,2030,70.8716
full_avail_ref_BAT_sens_50,2030,62.673
full_avail_ref_BAT_sens_50,2030,68.5783
full_avail_ref_BAT_sens_50,2030,69.5783
full_avail_ref_BAT_sens_50,2030,72.3538
full_avail_ref_BAT_sens_50,2030,68.5783
full_avail_ref_BAT_sens_50,2030,69.8716
